HNSCC5_p3_HNSCC5_P3_E03	HNSCC5_p3_HNSCC5_P3_D10	HNSCC5_p3_HNSCC5_P3_F07	HNSCC5_p3_HNSCC5_P3_H01	HNSCC5_p3_HNSCC5_P3_C11	HNSCC5_p3_HNSCC5_P3_G07	HNSCC5_p3_HNSCC5_P3_A04	HNSCC5_p9_HNSCC5_P9_B10	HNSCC5_p9_HNSCC5_P9_D08	HNSCC5_p9_HNSCC5_P9_D03	HNSCC5_p9_HNSCC5_P9_B11	HNSCC5_p9_HNSCC5_P9_H03	HNSCC5_p9_HNSCC5_P9_H10	HNSCC5_p9_HNSCC5_P9_B06	HNSCC5_p9_HNSCC5_P9_A02	HNSCC5_p9_HNSCC5_P9_G04	HNSCC5_p9_HNSCC5_P9_A06	HNSCC5_p9_HNSCC5_P9_B07	HNSCC5_p9_HNSCC5_P9_G07	HNSCC5_p9_HNSCC5_P9_D04	HNSCC5_p9_HNSCC5_P9_G11	HNSCC5_p9_HNSCC5_P9_G09	HNSCC5_p9_HNSCC5_P9_D10	HNSCC5_p9_HNSCC5_P9_E09	HNSCC5_p9_HNSCC5_P9_B09	HNSCC5_p9_HNSCC5_P9_E10	HNSCC5_p9_HNSCC5_P9_F10	HNSCC5_p9_HNSCC5_P9_A08	HNSCC5_p9_HNSCC5_P9_G02	HNSCC5_p9_HNSCC5_P9_F12	HNSCC5_p9_HNSCC5_P9_A09	HNSCC5_p9_HNSCC5_P9_G06	HNSCC5_p9_HNSCC5_P9_H06	HNSCC5_p9_HNSCC5_P9_D05	HNSCC5_p9_HNSCC5_P9_F09	HNSCC5_p9_HNSCC5_P9_C12	HNSCC5_p9_HNSCC5_P9_E08	HNSCC5_p9_HNSCC5_P9_C03	HNSCC5_p9_HNSCC5_P9_B08	HNSCC5_p9_HNSCC5_P9_H08	HNSCC5_p9_HNSCC5_P9_E02	HNSCC5_p14_HNSCC5_P14_LN_F03	HNSCC5_p14_HNSCC5_P14_LN_A09	HNSCC5_p14_HNSCC5_P14_LN_C03	HNSCC5_p14_HNSCC5_P14_LN_E08	HNSCC5_p14_HNSCC5_P14_LN_H11	HNSCC5_p14_HNSCC5_P14_LN_G08	HNSCC5_p14_HNSCC5_P14_LN_G06	HNSCC5_p14_HNSCC5_P14_LN_D01	HNSCC5_p14_HNSCC5_P14_LN_C01	HNSCC5_p14_HNSCC5_P14_LN_A04	HNSCC5_p14_HNSCC5_P14_LN_C09	HNSCC5_p14_HNSCC5_P14_LN_G09	HNSCC5_p14_HNSCC5_P14_LN_B06	HNSCC5_p14_HNSCC5_P14_LN_B07	HNSCC5_p14_HNSCC5_P14_LN_C08	HNSCC5_p14_HNSCC5_P14_LN_E09	HNSCC5_p14_HNSCC5_P14_LN_A07	HNSCC5_p14_HNSCC5_P14_LN_F05	HNSCC5_p14_HNSCC5_P14_LN_D10	HNSCC5_p14_HNSCC5_P14_LN_E12	HNSCC5_p5_P5_H06	HNSCC5_p5_P5_B05	HNSCC5_p5_P5_E11	HNSCC5_p5_P5_F11	HNSCC5_p5_P5_E04	HNSCC5_p5_P5_E05	HNSCC5_p5_P5_E03	HNSCC5_p5_P5_E12	HNSCC5_p5_P5_A08	HNSCC5_p5_P5_D05	HNSCC5_p7_HNSCC5_P7_D04	HNSCC5_p7_HNSCC5_P7_B09	HNSCC5_p7_HNSCC5_P7_A02	HNSCC5_p7_HNSCC5_P7_A04	HNSCC5_p7_HNSCC5_P7_G02	HNSCC5_p7_HNSCC5_P7_A12	HNSCC5_p7_HNSCC5_P7_F10	HNSCC5_p7_HNSCC5_P7_D10	HNSCC5_p7_HNSCC5_P7_C10	HNSCC5_p7_HNSCC5_P7_G07	HNSCC5_p7_HNSCC5_P7_F12	HNSCC5_p7_HNSCC5_P7_C07	HNSCC5_p7_HNSCC5_P7_C12	HNSCC5_p7_HNSCC5_P7_G04	HNSCC5_p7_HNSCC5_P7_E07	HNSCC5_p7_HNSCC5_P7_G05	HNSCC5_p13_P13_A05	HNSCC5_p13_P13_H07	HNSCC5_p13_P13_E03	HNSCC5_p13_P13_C07	HNSCC5_p13_P13_G05	HNSCC5_p13_P13_D03	HNSCC5_p13_P13_C06	HNSCC5_p13_P13_B05	HNSCC5_p13_P13_A10	HNSCC5_p13_P13_G04	HNSCC5_p13_P13_D11	HNSCC5_p13_P13_A08	HNSCC5_p13_P13_C09	HNSCC5_p13_P13_G08	HNSCC5_p13_P13_F10	HNSCC5_p13_P13_H01	HNSCC5_p13_P13_D01	HNSCC5_p13_P13_F04	HNSCC5_p13_P13_H11	HNSCC5_p13_P13_D08	HNSCC5_p13_P13_H09	HNSCC5_p13_P13_B12	HNSCC5_p13_P13_H08	HNSCC5_p13_P13_C11	HNSCC5_p15_HNSCC5_P15_D03	HNSCC5_p15_HNSCC5_P15_B12	HNSCC5_p15_HNSCC5_P15_B10	HNSCC5_p15_HNSCC5_P15_E11	HNSCC5_p15_HNSCC5_P15_F03	HNSCC5_p15_HNSCC5_P15_A01	HNSCC5_p15_HNSCC5_P15_E03	HNSCC5_p15_HNSCC5_P15_B07	HNSCC5_p15_HNSCC5_P15_B05	HNSCC5_p15_HNSCC5_P15_B08	HNSCC5_p15_HNSCC5_P15_D08	HNSCC5_p15_HNSCC5_P15_F04	HNSCC5_p15_HNSCC5_P15_F09	HNSCC5_p15_HNSCC5_P15_A11	HNSCC5_p15_HNSCC5_P15_A09	HNSCC5_p15_HNSCC5_P15_B03	HNSCC5_p15_HNSCC5_P15_G06	HNSCC5_p15_HNSCC5_P15_A12	HNSCC5_p15_HNSCC5_P15_G03	HNSCC5_p15_HNSCC5_P15_A04	HNSCC5_p15_HNSCC5_P15_E07
OAS3	1	1	1	1	1.58161358070232	1	1	1	0.406646238559239	1	1	1.29880906987491	1.2436662311168	1.25324590803231	1.46702858913328	1	1	1	1	1	1	1	1.25726682629693	1.29294556186177	1	0.715127948217224	1	1	1	1	1	0.746506889482221	0.738840188589346	1	1	1.6334374886313	1	1	1	1	1	0.642875870219114	1	0.632863152162907	1.25502252622379	1	1.35929702448222	1.64870928265121	1	1	1	1	1.42222203094467	1	1	1	1	1	1.31766588884753	1	1	1	1	1	1	1	0.65245274789328	1.29778206840314	1	0.719940753149604	1.36186184867601	1	1	1	1.25954283421731	1	1	1	1.32652115084601	1	1	1	1	1	1	1	1	1	1	1	1.25387235598	1	1	1	1	1.55561085998062	1	1	1.35197775193138	1.37482084008842	1	1	1.25469267934057	1	0.42023910211147	1	1.35989681994081	1.25641798308418	1	1	1	1	1	1.61686154007696	1	1.39061007310012	1	0.737162717549307	1	1	1	1	1	1	1	1.25042418976242	1.40247335382177	1	1.30470097050509	1.29341507908865	1	1
OAS2	1	1	1	1	1.59134692962589	1	1	1	0.399513872587411	1	1	1.28730184450195	1.23928841658689	1.2633861175422	1.47092585299157	1	1	1	1	1	1	1	1.26250431152137	1.30146882495098	1	0.712571934210268	1	1	1	1	1	0.752186761451045	0.747654453071478	1	1	1.63912964361534	1	1	1	1	1	0.63397246799108	1	0.635042502419412	1.26577986583144	1	1.35631089722071	1.65090508918245	1	1	1	1	1.44080264058118	1	1	1	1	1	1.31997917456804	1	1	1.23600559442574	1	1	1	1	0.652929772645725	1.28685144980751	1	0.710207482580686	1.36058480473414	1	1	1	1.26143430547499	1	1	1	1.33259535785149	1	1	1	1	1	1.23715340954635	1	1	1	1	1	1.25686490586024	1	1	1	1	1.57320972498343	1	1	1.34823511334933	1.38765959001861	1	1	1.26882097924786	1	0.418157577956469	1	1.36500068474449	1.25974375412769	1	1	1	1	1	1.62658559641843	1	1.39717021377211	1	0.72918659303904	1	1	1	1	1	1	1	1.25073757639668	1.40075068299018	1	1.30336598666541	1.29652593469336	1	1
PLBD2	1	1	1	1	1.59824359427848	1	1	1	0.394669756292324	1	1	1.27874780881483	1	1.27282094518908	1.47406111584479	1	1	1	1	1	1	1	1.26684213970413	1.30937266455758	1	0.712908430506801	1	1	1	1	1	1	1	1	1	1.64399519036247	1	1	1	1	1	0.625488294580951	1	0.637532046482359	1.27357433853562	1	1.34988747138893	1.65582629906365	1	1	1	1	1.46052075689639	1	1	1	1	1	1.31922136038477	1	1	1.24318847019202	1	1	1	1	0.652572167671922	1.27499786667397	1	0.702703603550377	1.35660596467966	1	1	1	1.26599244340963	1	1	1	1.33719878830783	1	1	1	1	1	1.24240494665069	1	1	1	1	1	1.25901576414078	1	1	1	1	1.59028812043002	1	1	1.34166536526579	1.40020329710039	1	1.23933720710022	1.28387966239417	1	0.412784481944327	1	1.37130571286283	1.26410589286851	1	1	1	1	1	1.63473811458601	1	1.40271240369412	1	0.718902947240351	1	1	1	1	1	1	1	1.25004084129685	1.39810202514594	1	1.30114441077858	1.29915646589945	1	1
RBM19	1	1	1	1	1.60123722378919	1	1	1	0.391332575117596	1	1	1.27228998078073	1	1.28060933134558	1.47562579181603	1	1	1	1	1	1	1	1.2734938973994	1.31611704079957	1	0.715339657109665	1	1	1	1	1	1	1	1	1	1.65131432173907	1	1	1	1	1	0.61845528279563	1	0.641381455405011	1.28344477081146	1	1.34510664229633	1.66073243416645	1	1	1	1	1.48048955258823	1	1	1	1	1	1.3203738718862	1	1	1.25068197410287	1	1	1	1	0.654310596376709	1.26534651115998	1	0.694690363369381	1.35503448806504	1	1	1	1.26993480695721	1	1	1	1.34037208656455	1	1	1	1	1	1.24619222263622	1	1	1	1	1	1.25863826802676	1	1	1	1	1.61012713414372	1	1	1.33340876283807	1.41143804433506	1	1.25591168366949	1.30102062789086	1	0.406849474279817	1	1.37791970914645	1.26861965421982	1	1	1	1	1	1.64133655894462	1	1.40656039796265	1	0.710592227784	1	1	1	1	1	1	1	1.24776760752253	1.39188731292147	1	1.29737470905006	1.30036395921255	1	1
MAP1LC3B2	1	1	1	1	1.60080170999276	1	1	1	0.388298004715093	1	1	1.2642458373956	1	1.28515364764071	1.47548302173267	1	1	1	1	1	1	1	1.27702656564143	1.31994877683048	1	0.715968131695387	1	1	1	1	1	1	1	1	1	1.6616550985654	1	1	1	1	1	0.611680850482353	1	0.645123072785175	1.29010355543685	1	1.34039368126422	1.66631796293308	1	1	1	1	1.49765146508281	1	1	1	1	1	1.32219033606551	1	1	1.25693085344364	1	1	1	1	0.655669423121977	1.25422343627401	1	0.687542423555225	1.35372257428696	1	1	1	1.27176982769948	1	1	1	1.34161023842604	1	1	1	1	1	1.24909183944924	1	1	1	1	1	1.25936286780152	1	1	1	1	1.62725066901253	1	1.23532622819961	1.32440676552146	1.42053055146389	1	1.27382268623002	1.31828995372983	1	0.401605397184554	1	1.38547921184973	1.27390529107966	1	1	1.23798396581633	1	1	1.64539426680386	1	1.40828560496433	1	0.700933685815769	1	1	1	1	1	1	1	1.24397407863874	1.38639292857758	1	1.29261392407801	1.29955499798153	1	1
FBXO21	1	1	1	1	1.60217205406633	1	1	1	0.38767290583956	1	1	1.2557142181244	1	1.28779599253466	1.47417384591118	1	1	1	1	1	1	1	1.28019919502737	1.32349860464227	1	0.715429843427037	1	1	1	1	1	1	1	1	1	1.67190682260914	1	1	1	1	1	0.60366841389707	1	0.651755124750439	1.29834831949426	1	1.33266874462659	1.67207390870965	1	1	1	1	1.51274012035568	1	1	1	1	1	1.32700549555244	1	1	1.26235543378986	1	1	1	1	0.658086754859233	1.2467748757479	1	0.682034195882811	1.35438740977268	1	1	1	1.27276063498042	1	1	1	1.34255444236724	1	1	1	1	1	1.25583607916956	1	1	1	1	1	1.25769172650487	1	1	1	1	1.64450343614426	1	1.24314793333336	1.31551046335708	1.42870035752202	1	1.29023824407085	1.33935727284299	1	0.397167928199209	1	1.39181795562023	1.28190310447534	1	1	1.2465458139362	1	1	1.6491299756863	1	1.40894597778244	1	0.694234196569697	1	1	1.23587663083637	1	1	1	1	1.24051604597904	1.37942003668737	1	1.28908041793606	1.29862353626643	1	1
PEBP1	1	1	1	1	1.60383060172297	1	1	1	0.387185258263305	1	1	1.24425926996005	1	1.28770377444681	1.47350305619541	1	1	1	1	1	1	1	1.28459017368327	1.32360291335822	1	0.714831337630415	1	1	1	1	1	1	1	1	1	1.68378058679021	1	1	1	1	1	0.595963891917024	1	0.657977826231711	1.3038939217126	1	1.32500244604346	1.67437457744565	1	1	1	1	1.52651135523529	1	1	1	1	1	1.33327925655354	1	1	1.26413713274344	1	1	1	1	0.660588687509329	1.23545462851533	1	0.677346562315011	1.35133744308442	1	1	1	1.27293683048557	1	1	1	1.34034478749934	1	1	1	1	1	1.25962907769964	1	1	1	1	1	1.25253587792899	1	1	1	1	1.65922074986499	1	1.24886758989184	1.30260350723247	1.4371357207907	1	1.3076914880809	1.36077849175387	1	0.393206062896826	1	1.3985525175455	1.29054804063406	1	1	1.25570851727285	1	1	1.65228556207561	1	1.40564907211454	1	0.685442541215595	1	1	1.24392764263503	1	1	1	1	1.23742417851054	1.37166938921822	1	1.28476222306178	1.29551612436268	1	1
TAOK3	1	1	1	1	1.60547495208503	1	1	1	0.38621568931057	1	1	1	1	1.28752710560272	1.47295061331207	1	1	1	1	1	1	1	1.28906538361566	1.32385086169352	1	0.714130977635824	1	1	1	1	1	1	1	1	1	1.69595187397899	1	1	1	1	1	0.591505878656345	1	0.663496714413653	1.30708803938013	1	1.31810371142674	1.68086752242479	1	1	1	1	1.53797787454016	1	1	1	1	1	1.34150736823686	1	1	1.26606917916716	1	1	1.23614681241121	1	0.663114984494611	1	1	0.672331329344957	1.34815724504732	1	1	1	1.27335536901404	1	1	1	1.33835730393679	1	1	1	1	1	1.26364560784467	1	1	1	1	1	1.24717916409041	1	1	1	1	1.67435315131322	1	1.25465724671543	1.28948837776194	1.44612239011118	1	1.32540870060173	1.38071682587656	1	0.38881934485444	1	1.4054023790539	1.29924942053046	1	1	1.26281989119706	1	1	1.65451221947171	1	1.4022667484335	1	0.676425425465807	1	1	1.25242278699953	1	1	1	1	1	1.36172840775008	1	1.28034936249404	1.29264694988746	1	1
HSPB8	1	1	1	1	1.6050624962551	1	1	1	0.387780860042982	1	1	1	1	1.28647087723799	1.46935729294843	1	1	1	1	1	1	1	1.29487556964917	1.3238853083199	1	0.71630999213877	1	1	1	1	1	1	1	1	1	1.71208050856024	1	1	1	1	1	0.589063168933954	1	0.671518921942209	1.31124265613266	1	1.31171092453915	1.688472102798	1	1	1	1	1.55058814543849	1.24447425655219	1	1	1	1	1.34868615821562	1	1	1.26730330967048	1	1	1.24131149663972	1	0.665406540927907	1	1	0.664078050705202	1.34476701723047	1	1	1	1.27704634719978	1	1	1	1.33597560519293	1	1	1	1	1	1.26922263414477	1	1	1	1	1	1.2444648443748	1	1	1	1	1.68680355112408	1	1.26131284942695	1.2795281403025	1.45285820265348	1	1.34058500394933	1.40198719926686	1	0.38666462161727	1	1.4158472114309	1.31041877179928	1	1	1.27118343737574	1	1	1.65828011999221	1	1.39845920555159	1	0.670031188526543	1	1	1.25894268677963	1	1	1	1	1	1.35448592817812	1	1.27735218121732	1.28945046920842	1	1
RPLP0	1	1	1	1	1.60277477545755	1	1	1	0.391317429240209	1	1	1	1	1.2879578074977	1.46273745051504	1	1	1	1	1	1	1	1.30130202091403	1.32014152673637	1	0.714965859151108	1	1	1	1	1	1	1	1	1	1.72451018619472	1	1	1	1	1	0.588475322692121	1	0.679339076721296	1.31561702552494	1	1.30285346708705	1.69407870692295	1	1	1	1	1.56359347466395	1.25389728562654	1	1	1	1	1.35398221344127	1	1	1.27133221435587	1	1	1.24288291041261	1	0.668507388516221	1	1	0.65790223279926	1.34396630732752	1	1	1	1.27914791392342	1	1	1	1.33199177756536	1	1	1	1	1	1.27225400856107	1	1	1	1	1	1.237725936205	1	1	1	1	1.70248444804013	1	1.26419744368341	1.2676813291423	1.45678280026435	1	1.35248480739573	1.42164868105501	1	0.38414099494455	1	1.42479549684938	1.32002817404174	1	1	1.27571719831556	1	1	1.66050792298052	1	1.39279486577168	1	0.65973582294101	1	1	1.26436218018948	1	1	1	1	1	1.34546186127878	1	1.27721798815902	1.2854289798485	1	1
PXN	1	1	1	1	1.60190235328317	1	1	1	0.39379428690646	1	1	1	1	1.28865357455109	1.45528856573993	1	1	1	1	1	1	1	1.30714925552162	1.31741679305694	1	0.714721582970915	1	1	1	1	1	1	1	1	1	1.73651646522035	1	1	1	1	1	0.586586642982992	1	0.685784326870755	1.31899114598573	1	1.2924100584923	1.69945931109277	1	1	1	1	1.57574344758052	1.26513834203402	1	1	1	1	1.35831560731028	1	1	1.27706471780655	1	1	1.24601432158067	1	0.670948746947404	1	1	0.652713855120119	1.34456879929643	1	1	1	1.2826726838936	1	1	1	1.3291316267593	1	1	1	1	1	1.27641335681331	1	1	1	1	1	1	1	1	1	1	1.72011820651286	1	1.26855351027085	1.25705145022469	1.46268310457236	1	1.36377178257866	1.44065398956514	1	0.3801165221058	1	1.43320000270903	1.3299821684069	1	1	1.27945335422271	1	1	1.66445755571117	1	1.38715561263938	1	0.649926817873227	1	1	1.27137797944597	1	1	1	1	1	1.3378079997022	1	1.27884640272568	1.28308387530491	1	1
COX6A1	1	1	1	1	1.59954713716333	1	1	1	0.398013769867175	1	1	1	1	1.29021749668084	1.44799081700721	1	0.749272907134717	1	1	1	1	1	1.31223290648596	1.31641911516967	1	0.712604635641708	1	1	1	1	1	1	1	1	1	1.746477226622	1	1	1	1	1	0.584923780708643	1	0.694569537680466	1.32302601201241	1	1.28424711329413	1.70560607471743	1	1	1	1	1.58878808032417	1.27501838342525	1	1	1	1	1.36336125418322	1	1	1.28628894107713	1	1	1.25247155275756	1	0.675819753451131	1	1	0.647528462056301	1.3440582489072	1	1	1	1.28599535724327	1	1	1	1.32731327299355	1	1	1	1	1	1.27913200902549	1	1	1	1	1	1	1	1	1	1	1.73724385134237	1	1.26939789691859	1.24898852243131	1.46599091751198	1	1.3738597520229	1.46073405797164	1	0.374283262128678	1	1.44187938155054	1.33908203862909	1	1	1.27954306652478	1	1	1.66672454542737	1	1.38024832595413	1	0.641119803459947	1	1	1.2778619456617	1	1	1	1	1	1.33100636807184	1	1.27938549094736	1.2803661054453	1	1
SRSF9	1	1	1	1	1.59867110352236	1	1	1	0.40119294506694	1	1	1	1	1.2909947514846	1.44217396737253	1	0.740575467753925	1	1	1	1	1	1.31901834513555	1.31708742543216	1	0.7118027954816	1	1	1	1	1	1	1	1	1	1.75596798784613	1	1	1	1	1	0.582305586982601	1	0.702010716637961	1.32836096599571	1	1.27675820154339	1.71320496523909	1	1	1	1	1.60100848491599	1.28673409320046	1	1	1	1	1.36976697840876	1	1	1.29781498518244	1	1	1.26074698902132	1	0.682290854684708	1	1.23709948706591	0.643398165582121	1.34531144257851	1	1	1	1.29123903971106	1	1	1	1.32728280359927	1	1	1	1	1	1.28142492570321	1	1	1	1	1	1	1	1	1	1	1.75668197563064	1	1.27172696389886	1.24228345993115	1.47135933250071	1	1.38330244764474	1.48022604501551	1	0.366809462640242	1	1.45003588944797	1.34988335514936	1	1	1.28098414440353	1	1	1.67088957215813	1	1.37467062284354	1	0.633461603065255	1	1	1.28636978962189	1	1	1	1	1.23532821407923	1.32568475615403	1	1.28179479194211	1.27935310338067	1	1
DYNLL1	1	1	1	1	1.60099282254966	1	1	1	0.4007100797825	1	1	1	1	1.293812658371	1.43250874137453	1	0.734157299912942	1	1	1	1.24358924331762	1	1.32497124648052	1.31799886703004	1	0.710014081182553	1	1	1	1	1	1	1	1	1	1.76429467512489	1	1	1	1	1	0.582054159816755	1	0.711913939554862	1.33208464839266	1	1.26933364453187	1.71916941112775	1	1	1	1	1.6141690134913	1.29699551490975	1	1	1	1	1.37790695825383	1	1	1.30773183434633	1	1	1.26674539098176	1	0.689712263058216	1	1.26092160939356	0.641848009176923	1.34723587124377	1	1	1	1.2941324516288	1	1	1	1.32524652562946	1	1	1.23499512035817	1	1	1.28030807891441	1	1	1	1	1	1	1	1	1	1	1.77949676838822	1	1.27469103294304	1.23856993698256	1.47602776111693	1	1.39234672471568	1.4960502565286	1	0.360532793704133	1	1.45957933045946	1.36267423642377	1	1	1.2854157175101	1	1	1.67638869087273	1	1.36579698628483	1	0.623605585200953	1	1	1.29306133110872	1	1	1	1	1.23649490461437	1.31857043209618	1	1.28300000035217	1.27700048717636	1	1
RNF10	1	1	1	1	1.60219265888185	1	1	1	0.400092538761046	1	1	1	1	1.29747519608201	1.42347105909496	1	0.727969180716936	1	1	1	1.25439039099541	1	1.33153077724566	1.3199302884923	1	0.708756198591341	1	1	1	1	1	1	1	1	1	1.77383060792558	1	1	1	1	1	0.581946193055185	1	0.722031909175424	1.33398216266696	1	1.25975201360762	1.72582610009921	1	1	1	1	1.62820942422418	1.30748050866822	1	1	1	1	1.3843959772638	1	1	1.3189999348517	1	1	1.27301387481063	1	0.697564555026664	1	1.28613102772001	0.640774671871425	1.34983009470119	1	1	1	1.29778403808319	1	1	1	1.32324971547943	1	1	1.23891963214156	1	1	1.27883134499118	1	1	1	1	1	1	1	1	1	1	1.80414142133963	1	1.27801240409247	1.23551132371502	1.4819880346499	1	1.40118825410351	1.51033255318354	1	0.351829567989125	1	1.46953010054692	1.37421764988626	1	1	1.2906433256287	1	1	1.68251395682465	1	1.35502096471586	1	0.613545376027312	1	1	1.30028565652741	1	1	1	1	1.23869495673884	1.31139254842144	1	1.28496402220466	1.2753120208542	1	1
POP5	1	1	1	1	1.60018537544253	1	1	1	0.396173230865499	1	1	1	1	1.30058625255988	1.41113470151679	1	0.725281277875606	1	1	1	1.26419725508062	1	1.33528033438098	1.32023922640584	1	0.711051995689234	1	1	1	1	1	1	1	1	1	1.78702580873193	1	1	1	1	1	0.578360579434552	1	0.733056514512281	1.33249177946915	1	1.2509775914646	1.72907173933206	1	1	1	1	1.63910827351637	1.31552433121313	1	1	1	1	1.39201314477552	1	1	1.33183461186299	1	1	1.2798731960381	1	0.705121760029796	1	1.30896964118021	0.641981670588463	1.35705746889536	1	1	1	1.29882740707098	1	1	1	1.31843952747591	1	1	1.24052829267428	1	1	1.27694039304124	1	1	1.24308032714641	1	1	1	1	1	1	1	1.82660212881936	1	1.27835364546508	1	1.48644165544223	1	1.40915369335017	1.52149096516581	1	0.345793753854986	1	1.47917266738412	1.38298122218965	1	1	1.29284407410967	1	1	1.6910223515333	1	1.34484880721921	1	0.60022084396707	1	1	1.30990871459814	1	1	1	1	1.23870521487058	1.30136584408673	1	1.28430608333271	1.27118939574445	1	1
ANAPC5	1	1	1	1	1.59938942722585	1	1	1	0.394973827842608	1	1	1	1	1.30174165103912	1.39724882817934	1	0.720998789320871	1	1	1	1.27054513008882	1	1.34297383306136	1.32202537937121	1	0.714580891316216	1	1	1	1	1	1	1	1	1	1.79683198192286	1	1	1	1	1	0.577513506876682	1	0.74241923478011	1.32684519663493	1	1.24248142277875	1.72809925778093	1	1	1	1	1.64754789245334	1.32031999048992	1	1	1	1	1.39835304554665	1	1	1.34416279918377	1	1	1.2834421890326	1	0.714209956949574	1	1.32873242554795	0.641817445649669	1.36113335828193	1	1	1	1.29683509465929	1	1	1	1.31281732463039	1	1	1.23894472360064	1	1	1.2741078227617	1	1	1.26117401936323	1	1	1	1	1	1	1	1.84614207648311	1	1.27501003732117	1	1.4877014383533	1	1.41348273380559	1.53390124203195	1	0.339838019219983	1.24046717762589	1.48540697641575	1.39074439423649	1	1	1.29622964850309	1	1	1.69883591635134	1	1.33805178038653	1	0.589874634128407	1	1	1.31904601203798	1	1	1	1	1.24018513242189	1.28991300664317	1	1.28143413726792	1.26392173355207	1	1
RNF34	1	1	1	1	1.6013293043597	1	1	1	0.395619498210301	1	1	1	1	1.30049716077115	1.38567224362865	1	0.715649189252408	1	1	1	1.27459272651292	1	1.35117008887249	1.32291054261593	1.23573688541751	0.715901061710983	1	1	1	1	1	1	1	1	1	1.81001899486696	1	1	1	1	1	0.578498102641358	1	1	1.32376619496938	1	1.23563287533544	1.72954312994639	1	1	1	1	1.65334076884604	1.32305137154637	1	1	1	1	1.40732485407679	1	1	1.35482732220761	1	1	1.28498920868764	1	0.721819787540184	1	1.34661636818009	0.639152612384474	1.36325712266545	1	1	1	1.29270023338789	1	1	1	1.30491798248333	1	1	1.2353369606799	1	1	1.26906352124853	1	1	1.28256364359562	1	1	1	1	1	1	1	1.86408915987827	1	1.27665812477584	1	1.48699214477321	1	1.41700895140556	1.54910712625208	1	0.335194039185811	1.2576688019056	1.48944402213732	1.39628376038837	1	1	1.30226469724575	1	1	1.70778097716601	1	1.33366056255824	1	0.583951371006322	1	1	1.32652316858705	1	1	1	1	1.23958148170548	1.27578687621885	1	1.27655518036648	1.25490985831741	1	1
PSMD9	1	1	1	1	1.59890222899864	1	1	1	0.396635997817564	1	1	1	1	1.30249433596084	1.37690123741616	0.741855122289533	0.707997437651929	1	1	1	1.27959403438142	1	1.36306427964953	1.32177673326191	1.23997916718133	0.713179537727966	1	1	1	1	1	1	1	1	1	1.81931241926308	1	1	1	1	1	0.577366335706002	1	1	1.31852188441028	1	1	1.7289044939315	1	1	1	1	1.6626734529638	1.32181316999491	1	1	1	1	1.41468978750961	1	1	1.36194354051741	1	1	1.28252459135455	1	0.729331841606787	1	1.36595854746954	0.639447481629003	1.36277627858651	1	1	1	1.28729102298379	1	1	1	1.30038553392197	1	1	1	1	1	1.26361306383077	1	1	1.30576702181154	1	1	1	1	1	1	1	1.88062778510854	1	1.27413054890894	1	1.48279842657736	1.2455073020031	1.42411690799222	1.56549532706413	1	0.330358246724153	1.2711791505662	1.48932201679023	1.40556235236434	1	1	1.30418758751322	1	1	1.71623297915137	1	1.33264995407071	1	0.580825477897961	1	1	1.33306651187928	1	1	1	1	1.23757402890634	1.25937730712154	1	1.27276454951501	1.24467736849359	1	1
DIABLO	1	1	1	1	1.60069205660523	1	1	1	0.396122104142267	1	1	1	1	1.30247120226165	1.36673138905101	0.734518132619977	0.698559589245372	1	1	1	1.28349988939053	1	1.37442193789606	1.31965792191747	1.24351736891046	0.70916992031136	1	1	1	1	1	1	1	1	1	1.82788528941626	1	1	1	1	1	0.579412015188708	1	1	1.31413736564082	1	1	1.72659558525038	1	1	1	1	1.67637371165093	1.3195127257669	1	1	1	1	1.42357752794241	1	1	1.36757652386512	1	1	1.27932337531157	1	0.73613051642668	1	1.38474212603849	0.637650503055208	1.36087646326193	1	1	1	1.28092025277686	1	1	1	1.29615906564893	1	1	1	1	1	1.25619706601567	1	1	1.32882331772421	1	1	1	1	1	1	1	1.89682042696926	1	1.27557470816965	1	1.47768814738172	1.25563087926505	1.42748543008371	1.5781807113002	1	0.32577393853477	1.28390066612988	1.48806516456795	1.41129769169803	1	1	1.30488697472141	1	1	1.72415000729055	1	1.32955165416956	1	0.577138510698735	1	1	1.33905944079718	1	1	1	1	1	1.24128421575809	1	1.26786976073039	1	1	1
CLIP1	1	1	1	1	1.60131801591968	1	1	1	0.393975448121396	1	1	1	1	1.30666710841731	1.35520761537744	0.725453289235709	0.686517906417298	1	1	1	1.29166909701299	1	1.38247552483833	1.31576186712765	1.246503293422	0.705572505992552	1	1	1	1	1	1	1	1	1	1.84161924952502	1	1	1	1	1	0.580789944342087	1	1	1.31339703894355	1	1	1.7283149727218	1	1	1	1	1.69192896772617	1.3214641758528	1	1	1	1	1.43690722515848	1	1	1.36980320542471	1	1	1.27493694609961	1	0.741326766424881	1	1.4029600382382	0.638650695149746	1.35909495581551	1	1	1	1.27426462066564	1	1	1	1.29116450480105	1	1	1	1	1	1.24786596812886	1	1	1.34902483658867	1	1	1	1	1	1	1	1.90975930584889	1	1.27607599344416	1	1.47109526253745	1.26766948177599	1.42685312853596	1.59259311725878	1	0.32220022481084	1.29851682420059	1.48976945076182	1.41877909349411	1	1	1.30156677878938	1	1	1.73145600455849	1	1.32513330101851	1	0.576406741172967	1	1	1.34495341171684	1	1	1	1	1	1	1	1.26176790331405	1	1	1
